date,price,ret,sigma,regime
12/04/2018,101.2443957,0.001475043,0.005697888,normal
13/04/2018,101.4975164,0.002500096,0.005508314,normal
16/04/2018,101.2851685,-0.002092149,0.005358691,normal
17/04/2018,101.2734467,-0.000115731,0.005222953,normal
18/04/2018,98.16412597,-0.030702231,0.005055821,normal
19/04/2018,99.27729153,0.011339841,0.010148405,normal
20/04/2018,98.20577401,-0.010793178,0.010170446,normal
23/04/2018,98.44390712,0.002424838,0.01019476,normal
24/04/2018,99.61749667,0.011921404,0.009742758,normal
25/04/2018,99.52886911,-0.000889679,0.009859908,normal
26/04/2018,100.4506683,0.009261626,0.009412642,normal
27/04/2018,101.0612872,0.006078794,0.00933759,normal
30/04/2018,100.7957373,-0.002627613,0.009065509,normal
01/05/2018,99.80941053,-0.009785401,0.008696188,normal
02/05/2018,99.62637562,-0.001833844,0.008785011,normal
03/05/2018,99.50329502,-0.001235422,0.008414438,normal
04/05/2018,98.88481838,-0.00621564,0.008055829,normal
07/05/2018,99.5099472,0.006321788,0.007922049,normal
08/05/2018,99.58075851,0.0007116,0.007773322,normal
09/05/2018,99.05775427,-0.005252061,0.007443118,normal
10/05/2018,98.60920649,-0.004528144,0.007299556,normal
11/05/2018,98.18559613,-0.00429585,0.007126035,normal
14/05/2018,97.45504255,-0.007440537,0.006953675,normal
15/05/2018,96.97256438,-0.004950777,0.007019216,normal
16/05/2018,97.49620346,0.005399868,0.006892505,normal
17/05/2018,97.18469796,-0.003195053,0.006773145,normal
18/05/2018,97.03841212,-0.001505235,0.006575232,normal
21/05/2018,96.36194303,-0.006971148,0.006336699,normal
22/05/2018,96.61026455,0.002576967,0.006428409,normal
23/05/2018,96.0656082,-0.005637665,0.006215174,normal
24/05/2018,96.76553634,0.007285939,0.006208263,normal
25/05/2018,97.53289955,0.007930129,0.00629542,normal
28/05/2018,97.35305833,-0.001843903,0.006431489,normal
29/05/2018,97.01004605,-0.003523385,0.006210877,normal
30/05/2018,97.08028804,0.000724069,0.006070679,normal
31/05/2018,95.2592328,-0.018758239,0.005846939,normal
01/06/2018,95.34528001,0.000903295,0.007821825,normal
04/06/2018,95.60018526,0.002673496,0.007489874,normal
05/06/2018,96.18443058,0.006111341,0.007208432,normal
06/06/2018,95.96721768,-0.002258296,0.007106863,normal
07/06/2018,95.36216602,-0.006304775,0.006852469,normal
08/06/2018,97.23105655,0.01959782,0.006834205,normal
11/06/2018,96.82895159,-0.004135561,0.008510894,normal
12/06/2018,96.3881594,-0.004552277,0.008229709,normal
13/06/2018,96.96194734,0.005952888,0.007987433,normal
14/06/2018,97.16198159,0.002063018,0.007811259,normal
15/06/2018,96.41305735,-0.007707997,0.007495332,normal
18/06/2018,96.53377424,0.00125208,0.007526703,normal
19/06/2018,96.03857374,-0.005129816,0.007215834,normal
20/06/2018,96.64487312,0.006313082,0.007083639,normal
21/06/2018,96.47280983,-0.001780366,0.007006664,normal
22/06/2018,95.48684678,-0.010220113,0.006746143,normal
25/06/2018,94.24734261,-0.012980889,0.00712724,normal
26/06/2018,94.74708692,0.005302476,0.0078024,normal
27/06/2018,94.67907566,-0.000717819,0.007604617,normal
28/06/2018,93.6032223,-0.011363159,0.007288369,normal
29/06/2018,93.9626532,0.003839942,0.007726352,normal
02/07/2018,94.39092703,0.004557915,0.007467295,normal
03/07/2018,95.03740857,0.00684898,0.007257421,normal
04/07/2018,95.36576782,0.003455053,0.007202416,normal
05/07/2018,96.08691201,0.007561877,0.006965067,normal
06/07/2018,95.89622949,-0.00198448,0.00699419,normal
09/07/2018,96.92162235,0.010692734,0.006739637,normal
10/07/2018,96.50583612,-0.004289922,0.007108425,normal
11/07/2018,96.39393723,-0.001159504,0.006937122,normal
12/07/2018,96.41223529,0.000189826,0.006668411,normal
13/07/2018,95.8872827,-0.005444875,0.006404774,normal
16/07/2018,95.61556139,-0.002833758,0.006365238,normal
17/07/2018,95.48743028,-0.001340065,0.006182354,normal
18/07/2018,95.8006172,0.003279876,0.005966476,normal
19/07/2018,95.70650276,-0.000982399,0.005811758,normal
20/07/2018,95.53033185,-0.001840741,0.005614102,normal
23/07/2018,96.65171079,0.01173846,0.005450928,normal
24/07/2018,96.57956114,-0.000746491,0.006180341,normal
25/07/2018,96.86393507,0.002944453,0.005954372,normal
26/07/2018,96.88566703,0.000224356,0.005787328,normal
27/07/2018,96.52392806,-0.003733669,0.005580669,normal
30/07/2018,95.88754186,-0.006593041,0.005504173,normal
31/07/2018,96.54622574,0.006869337,0.00565892,normal
01/08/2018,96.53568296,-0.000109199,0.005771831,normal
02/08/2018,98.40490231,0.019362989,0.005567071,normal
03/08/2018,98.65482061,0.002539694,0.007588833,normal
06/08/2018,98.7666245,0.001133284,0.00729753,normal
07/08/2018,98.42916081,-0.003416779,0.006999469,normal
08/08/2018,99.52755013,0.011159186,0.006794511,normal
09/08/2018,99.76699358,0.002405801,0.007209908,normal
10/08/2018,100.2528496,0.004869908,0.006939698,normal
13/08/2018,100.1944139,-0.000582884,0.00678609,normal
14/08/2018,99.32529523,-0.008674323,0.006519192,normal
15/08/2018,99.91968295,0.005984253,0.006757103,normal
16/08/2018,99.31381911,-0.006063508,0.006687129,normal
17/08/2018,99.05693443,-0.002586596,0.006666437,normal
20/08/2018,99.2137014,0.001582595,0.006452679,normal
21/08/2018,97.93632665,-0.012874983,0.006214315,normal
22/08/2018,98.29680438,0.003680736,0.00704898,normal
23/08/2018,98.88670338,0.006001202,0.006831086,normal
24/08/2018,98.66512028,-0.002240778,0.006755584,normal
27/08/2018,97.38814873,-0.012942482,0.006524317,normal
28/08/2018,96.78278493,-0.00621599,0.00730664,normal
29/08/2018,96.24174621,-0.005590237,0.007238838,normal
30/08/2018,95.61526135,-0.006509492,0.007133926,normal
31/08/2018,95.29285634,-0.003371899,0.007104154,normal
03/09/2018,94.67349397,-0.006499568,0.0068897,normal
04/09/2018,94.09443768,-0.006116351,0.006883005,normal
05/09/2018,94.34745728,0.002688996,0.006847454,normal
06/09/2018,94.24625049,-0.001072703,0.006608934,normal
07/09/2018,94.68956201,0.004703758,0.006359857,normal
10/09/2018,95.29716817,0.006416823,0.006244238,normal
11/09/2018,95.6213118,0.003401398,0.006255026,normal
12/09/2018,96.32851534,0.007395878,0.006083619,normal
13/09/2018,95.6199593,-0.007355621,0.006194915,normal
14/09/2018,95.7701033,0.001570216,0.006339206,normal
17/09/2018,96.70042041,0.009714066,0.006108083,normal
18/09/2018,96.2268449,-0.004897347,0.006456813,normal
19/09/2018,96.53566697,0.003209313,0.006375038,normal
20/09/2018,96.87921934,0.003558813,0.006187149,normal
21/09/2018,96.25796408,-0.006412678,0.006027566,normal
24/09/2018,95.79458852,-0.004813893,0.006104017,normal
25/09/2018,96.37293336,0.006037344,0.006048499,normal
26/09/2018,95.59756167,-0.008045534,0.006049759,normal
27/09/2018,96.7619895,0.012180518,0.0062827,normal
28/09/2018,97.24445639,0.00498612,0.006913366,normal
01/10/2018,97.71408562,0.004829368,0.006768255,normal
02/10/2018,96.63690395,-0.011023812,0.006626175,normal
03/10/2018,97.17031568,0.005519752,0.007125491,normal
04/10/2018,96.59757348,-0.00589421,0.00699387,normal
05/10/2018,97.17446812,0.005972144,0.006931692,normal
08/10/2018,97.53080795,0.003667011,0.00684526,normal
09/10/2018,97.49304851,-0.000387154,0.006641442,normal
10/10/2018,96.78386501,-0.007274196,0.00638194,normal
11/10/2018,96.66640259,-0.001213657,0.006496385,normal
12/10/2018,96.59335221,-0.000755696,0.006257115,normal
15/10/2018,97.2616652,0.00691883,0.006026226,normal
16/10/2018,97.48228975,0.002268361,0.006101558,normal
17/10/2018,97.24080904,-0.002477175,0.005902121,normal
18/10/2018,95.44636187,-0.018453643,0.005739572,normal
19/10/2018,95.81660828,0.003879104,0.007688748,normal
22/10/2018,96.8935857,0.011239987,0.007433798,normal
23/10/2018,97.46438582,0.005891,0.007765854,normal
24/10/2018,97.24689277,-0.002231513,0.007603845,normal
25/10/2018,97.58587384,0.003485778,0.007316114,normal
26/10/2018,96.92599703,-0.006762012,0.00707203,normal
29/10/2018,96.97192808,0.000473877,0.007068107,normal
30/10/2018,96.46493239,-0.005228273,0.00677988,normal
31/10/2018,96.48407287,0.000198419,0.006691233,normal
01/11/2018,95.90269966,-0.006025587,0.006426155,normal
02/11/2018,95.76020581,-0.001485817,0.00642829,normal
05/11/2018,94.84799952,-0.009525943,0.006199086,normal
06/11/2018,93.33800555,-0.015920146,0.006579075,normal
07/11/2018,92.84094053,-0.00532543,0.007821468,normal
08/11/2018,92.2276053,-0.006606301,0.007651584,normal
09/11/2018,91.57323213,-0.007095199,0.007580485,normal
12/11/2018,91.05425263,-0.005667371,0.007553098,normal
13/11/2018,90.98756807,-0.000732361,0.007426276,normal
14/11/2018,91.51415535,0.005787464,0.007121095,normal
15/11/2018,91.93857954,0.004637798,0.007006272,normal
16/11/2018,91.9023919,-0.000393607,0.006835211,normal
19/11/2018,92.01873328,0.001265923,0.006563538,normal
20/11/2018,92.21395904,0.002121587,0.006313194,normal
21/11/2018,92.21901351,5.48E-05,0.0060954,normal
22/11/2018,93.05169379,0.009029377,0.005868662,normal
23/11/2018,92.99821842,-0.000574685,0.006174394,normal
26/11/2018,93.65173635,0.007027209,0.005946739,normal
27/11/2018,93.97108229,0.003409931,0.006040534,normal
28/11/2018,93.08704229,-0.009407575,0.005885673,normal
29/11/2018,95.00307283,0.020583214,0.006299923,normal
30/11/2018,94.59695103,-0.004274828,0.008316086,normal
03/12/2018,94.93235198,0.003545579,0.008054657,normal
04/12/2018,94.03522426,-0.009450179,0.007762834,normal
05/12/2018,93.68831887,-0.0036891,0.007925545,normal
06/12/2018,94.59156709,0.009640991,0.007666221,normal
07/12/2018,95.58132048,0.010463442,0.007803698,normal
10/12/2018,96.5326574,0.009953168,0.008005239,normal
11/12/2018,97.09364738,0.005811401,0.008133252,normal
12/12/2018,97.42099864,0.0033715,0.007937554,normal
13/12/2018,97.11803486,-0.003109841,0.007647673,normal
14/12/2018,96.87521076,-0.002500299,0.007384952,normal
17/12/2018,98.10599978,0.012704891,0.007119342,normal
18/12/2018,99.13456508,0.010484224,0.007674053,normal
19/12/2018,99.35777495,0.002251585,0.007893757,normal
20/12/2018,99.96425117,0.006103963,0.007576528,normal
21/12/2018,98.86166218,-0.011029833,0.007443029,normal
24/12/2018,98.49925684,-0.003665782,0.007818369,normal
25/12/2018,99.44100337,0.009560951,0.007565556,normal
26/12/2018,100.1847034,0.007478807,0.00770711,normal
27/12/2018,100.279534,0.000946557,0.007656477,normal
28/12/2018,101.0948101,0.008130035,0.00733482,normal
31/12/2018,101.0659387,-0.000285587,0.007372979,normal
01/01/2019,101.4240791,0.003543631,0.007067297,normal
02/01/2019,101.0884441,-0.003309224,0.006842721,normal
03/01/2019,101.6674762,0.005727976,0.006644572,normal
04/01/2019,100.693143,-0.00958353,0.006567501,normal
07/01/2019,100.7479414,0.000544212,0.006899914,normal
08/01/2019,100.6986025,-0.000489726,0.006622343,normal
09/01/2019,100.3513117,-0.003448814,0.006364925,normal
10/01/2019,100.3264339,-0.000247907,0.006209028,normal
11/01/2019,100.2908312,-0.000354869,0.005976263,normal
14/01/2019,101.184152,0.008907303,0.005759539,normal
15/01/2019,99.15378542,-0.020066053,0.006067363,normal
16/01/2019,98.83696722,-0.00319522,0.008232771,normal
17/01/2019,99.3668324,0.005361002,0.007933883,normal
18/01/2019,100.012765,0.006500485,0.007729144,normal
21/01/2019,100.9031373,0.008902586,0.007608026,normal
22/01/2019,100.2353063,-0.006618536,0.00768409,normal
23/01/2019,99.78158794,-0.004526532,0.00761091,normal
24/01/2019,97.73889311,-0.020471661,0.007413321,normal
25/01/2019,98.70026724,0.009836147,0.009245577,normal
28/01/2019,98.86820972,0.00170154,0.009231945,normal
29/01/2019,99.04762863,0.001814728,0.00882479,normal
30/01/2019,98.99515849,-0.000529747,0.008443203,normal
31/01/2019,98.52852579,-0.004713692,0.008075029,normal
01/02/2019,98.76054143,0.002354807,0.00785213,normal
04/02/2019,98.39862185,-0.003664617,0.007539751,normal
05/02/2019,99.26588437,0.008813767,0.007306556,normal
06/02/2019,98.88092674,-0.003878046,0.007407948,normal
07/02/2019,98.39549989,-0.004909206,0.007193768,normal
08/02/2019,98.50049803,0.001067103,0.007050164,normal
11/02/2019,99.27156895,0.007828092,0.006766775,normal
12/02/2019,99.26447878,-7.14E-05,0.006839738,normal
13/02/2019,100.2299074,0.009725822,0.006565933,normal
14/02/2019,100.0017031,-0.002276808,0.006850586,normal
15/02/2019,100.6623159,0.006606015,0.006613963,normal
18/02/2019,100.178309,-0.004808223,0.006602423,normal
19/02/2019,101.0049154,0.008251351,0.00650226,normal
20/02/2019,101.6969743,0.006851735,0.006644179,normal
21/02/2019,102.180709,0.004756628,0.006648695,normal
22/02/2019,102.1456191,-0.000343409,0.006512285,normal
25/02/2019,102.5940022,0.004389646,0.006260665,normal
26/02/2019,102.869572,0.002686022,0.006135861,normal
27/02/2019,103.2115102,0.003323997,0.005946586,normal
28/02/2019,103.4368487,0.002183269,0.00579524,normal
01/03/2019,103.8213354,0.003717115,0.005615005,normal
04/03/2019,104.007213,0.00179036,0.005508167,normal
05/03/2019,104.9482766,0.009048061,0.005338378,normal
06/03/2019,103.5055972,-0.013746576,0.005727169,normal
07/03/2019,104.2563579,0.007253335,0.006810301,normal
08/03/2019,104.1985823,-0.000554168,0.006830076,normal
11/03/2019,104.3767633,0.001710013,0.00656012,normal
12/03/2019,103.9427274,-0.004158358,0.006317012,normal
13/03/2019,104.5915196,0.006241824,0.006202144,normal
14/03/2019,103.9765258,-0.005879959,0.00620362,normal
15/03/2019,103.534589,-0.004250352,0.006216741,normal
18/03/2019,104.0213438,0.004701374,0.006115659,normal
19/03/2019,103.7457793,-0.002649115,0.006020546,normal
20/03/2019,103.6485728,-0.000936968,0.005855833,normal
21/03/2019,105.5597142,0.018438666,0.005654401,normal
22/03/2019,104.5369886,-0.009688597,0.007469211,normal
25/03/2019,105.7827173,0.011916631,0.007692109,normal
26/03/2019,107.8629925,0.019665549,0.008064212,normal
27/03/2019,109.3213877,0.013520811,0.009440978,normal
28/03/2019,109.877259,0.005084744,0.009754047,normal
29/03/2019,108.7997304,-0.009806657,0.009407258,normal
01/04/2019,109.6854859,0.008141155,0.009423195,normal
02/04/2019,109.5057516,-0.001638633,0.009266715,normal
03/04/2019,109.2641057,-0.002206697,0.008863802,normal
04/04/2019,109.1830755,-0.000741599,0.008496435,normal
05/04/2019,108.898549,-0.002605958,0.008126948,normal
08/04/2019,108.2598949,-0.00586467,0.007816086,normal
09/04/2019,107.9524343,-0.002840024,0.007679744,normal
10/04/2019,107.6676533,-0.002638023,0.007405443,normal
11/04/2019,106.11773,-0.01439544,0.007142822,normal
12/04/2019,106.5380747,0.003961116,0.008018414,normal
15/04/2019,108.1180263,0.014829924,0.00774401,normal
16/04/2019,108.6151677,0.004598136,0.008470724,normal
17/04/2019,108.3473371,-0.002465867,0.008190928,normal
18/04/2019,109.7403508,0.012856926,0.007872001,normal
19/04/2019,109.6133323,-0.001157446,0.008327391,normal
22/04/2019,110.4038605,0.007211972,0.007972882,normal
23/04/2019,109.9460858,-0.004146366,0.007878587,normal
24/04/2019,109.7859789,-0.001456231,0.007642568,normal
25/04/2019,109.8958485,0.001000762,0.007334706,normal
26/04/2019,109.7783306,-0.001069357,0.007033107,normal
29/04/2019,109.0391729,-0.006733184,0.006756849,normal
30/04/2019,108.61465,-0.003893306,0.00678254,normal
01/05/2019,108.5102743,-0.000960973,0.006616122,normal
02/05/2019,109.5875061,0.009927464,0.006364815,normal
03/05/2019,109.8139248,0.002066099,0.006700357,normal
06/05/2019,109.6430507,-0.001556033,0.006455387,normal
07/05/2019,109.4585233,-0.001682983,0.006225968,normal
08/05/2019,109.4879758,0.000269075,0.006015155,normal
09/05/2019,110.3933471,0.008269139,0.005793441,normal
10/05/2019,109.9471721,-0.004041684,0.006026921,normal
13/05/2019,110.3500148,0.003663966,0.005929783,normal
14/05/2019,111.09835,0.006781469,0.005794942,normal
15/05/2019,110.7689462,-0.002964975,0.005884264,normal
16/05/2019,110.5424911,-0.002044392,0.005743268,normal
17/05/2019,110.4984448,-0.000398456,0.005577111,normal
20/05/2019,111.2666757,0.006952413,0.005387594,normal
21/05/2019,111.980892,0.00641896,0.005541148,normal
22/05/2019,112.7893617,0.007219711,0.0056276,normal
23/05/2019,112.8506579,0.000543457,0.005776973,normal
24/05/2019,112.732205,-0.001049642,0.005571672,normal
27/05/2019,111.7844113,-0.00840748,0.005391841,normal
28/05/2019,112.3876571,0.00539651,0.005761397,normal
29/05/2019,113.3564113,0.008619756,0.005743789,normal
30/05/2019,113.119269,-0.002092005,0.006021856,normal
31/05/2019,113.5107879,0.003461115,0.005837092,normal
03/06/2019,112.1657516,-0.011849414,0.005700213,normal
04/06/2019,111.3591129,-0.007191488,0.006486067,normal
05/06/2019,112.5395968,0.010600694,0.006580958,normal
06/06/2019,114.0505768,0.013426208,0.006962508,normal
07/06/2019,114.1006168,0.000438752,0.007639052,normal
10/06/2019,114.1023546,1.52E-05,0.007315929,normal
11/06/2019,114.1674084,0.000570135,0.007012454,normal
12/06/2019,113.6077589,-0.004902008,0.006727992,normal
13/06/2019,113.1281679,-0.004221463,0.006622904,normal
14/06/2019,113.9218004,0.00701534,0.006486445,normal
17/06/2019,114.3322748,0.003603123,0.006520318,normal
18/06/2019,113.8205597,-0.004475683,0.006337624,normal
19/06/2019,116.0119258,0.019252814,0.006239719,normal
20/06/2019,117.108769,0.009454573,0.008025672,normal
21/06/2019,118.5218045,0.012066009,0.008105579,normal
24/06/2019,118.4265299,-0.000803858,0.008437184,normal
25/06/2019,118.5208303,0.000796278,0.008071826,normal
26/06/2019,117.8832869,-0.005379168,0.007724237,normal
27/06/2019,117.9475981,0.00054555,0.007565369,normal
28/06/2019,118.3103428,0.003075473,0.007246992,normal
01/07/2019,117.6763906,-0.005358383,0.006993491,normal
02/07/2019,117.3754629,-0.002557247,0.006894678,normal
03/07/2019,115.587146,-0.015235867,0.006664046,normal
04/07/2019,115.6985019,0.000963393,0.007772738,normal
05/07/2019,115.9356236,0.002049479,0.007444188,normal
08/07/2019,115.5992852,-0.002901078,0.00715096,normal
09/07/2019,116.8120081,0.010490747,0.0069147,normal
10/07/2019,117.3185741,0.004336591,0.007235448,normal
11/07/2019,118.2179173,0.007665822,0.007032369,normal
12/07/2019,118.2002744,-0.00014924,0.00706313,normal
15/07/2019,118.1303622,-0.000591473,0.006775768,normal
16/07/2019,118.2896593,0.001348486,0.006509609,normal
17/07/2019,117.9301428,-0.00303929,0.006263863,normal
18/07/2019,119.2786438,0.011434745,0.006097058,normal
19/07/2019,117.8694313,-0.011814458,0.006661081,normal
22/07/2019,118.3443756,0.00402941,0.0072588,normal
23/07/2019,117.3456626,-0.00843904,0.007040325,normal
24/07/2019,116.7368321,-0.005188351,0.007189074,normal
25/07/2019,117.3707773,0.00543055,0.007062716,normal
26/07/2019,118.2591042,0.007568553,0.006930981,normal
29/07/2019,119.4861373,0.010375802,0.006964204,normal
30/07/2019,119.1871928,-0.002501918,0.007265362,normal
31/07/2019,118.1941525,-0.00833177,0.007007776,normal
01/08/2019,117.9410267,-0.00214161,0.007149923,normal
02/08/2019,117.7731308,-0.001423558,0.006889352,normal
05/08/2019,117.9523709,0.00152191,0.006628576,normal
06/08/2019,118.6968411,0.006311617,0.006377761,normal
07/08/2019,117.8851749,-0.006838145,0.006367104,normal
08/08/2019,118.3499621,0.003942711,0.006443486,normal
09/08/2019,119.2488664,0.007595307,0.006281719,normal
12/08/2019,119.9753864,0.006092469,0.006388315,normal
13/08/2019,120.3018884,0.002721409,0.006360355,normal
14/08/2019,118.1483391,-0.01790121,0.006156345,normal
15/08/2019,118.0603254,-0.000744942,0.007868039,normal
16/08/2019,120.3116864,0.019069581,0.007536099,normal
19/08/2019,120.6725006,0.002998995,0.008941202,normal
20/08/2019,119.8988741,-0.006410959,0.00857662,normal
21/08/2019,120.2553999,0.002973554,0.008411977,normal
22/08/2019,121.2920709,0.008620578,0.008079722,normal
23/08/2019,120.7094953,-0.004803081,0.008082423,normal
26/08/2019,120.6269007,-0.000684243,0.00786355,normal
27/08/2019,121.4188472,0.006565256,0.007531266,normal
28/08/2019,120.8422325,-0.004748972,0.007431617,normal
29/08/2019,122.5351166,0.014009043,0.007259803,normal
30/08/2019,123.5902025,0.008610478,0.007961905,normal
02/09/2019,123.1032205,-0.003940296,0.007975664,normal
03/09/2019,123.236368,0.001081592,0.007723472,normal
04/09/2019,122.459825,-0.006301248,0.007398896,normal
05/09/2019,121.371686,-0.008885682,0.007328794,normal
06/09/2019,122.4159534,0.008603879,0.007487167,normal
09/09/2019,122.137692,-0.002273081,0.007549944,normal
10/09/2019,122.024177,-0.000929402,0.007266843,normal
11/09/2019,121.5450451,-0.003926532,0.006973911,normal
12/09/2019,119.8232559,-0.014165852,0.006794452,normal
13/09/2019,120.1244326,0.002513508,0.00770586,normal
16/09/2019,120.9095527,0.00653589,0.007406437,normal
17/09/2019,121.4710775,0.004644173,0.007315829,normal
18/09/2019,120.7141168,-0.006231613,0.007121428,normal
19/09/2019,121.0463452,0.002752192,0.007071919,normal
20/09/2019,120.2462247,-0.006610034,0.006820189,normal
23/09/2019,120.1573675,-0.00073896,0.006829298,normal
24/09/2019,119.7207913,-0.00363337,0.006561386,normal
25/09/2019,120.0029273,0.002356616,0.006399201,normal
26/09/2019,120.0450972,0.000351407,0.006181659,normal
27/09/2019,120.8717481,0.00688617,0.005949172,normal
30/09/2019,121.5909796,0.005950368,0.006030263,normal
01/10/2019,120.8194562,-0.006345235,0.006026772,normal
02/10/2019,120.2131548,-0.005018243,0.006097403,normal
03/10/2019,120.337151,0.00103147,0.006056522,normal
04/10/2019,120.2104858,-0.001052585,0.005836403,normal
07/10/2019,119.8612589,-0.002905129,0.005638318,normal
08/10/2019,119.3465243,-0.00429442,0.005513989,normal
09/10/2019,119.6122255,0.0022263,0.005478492,normal
10/10/2019,119.7886508,0.001474977,0.0053224,normal
11/10/2019,120.01789,0.001913697,0.005159198,normal
14/10/2019,119.9419481,-0.000632755,0.005017939,normal
15/10/2019,120.6156561,0.005616951,0.004870569,normal
16/10/2019,120.8231602,0.001720374,0.004965003,normal
17/10/2019,120.7906757,-0.000268859,0.004833379,normal
18/10/2019,121.5476425,0.006266765,0.004695313,normal
21/10/2019,120.3896303,-0.009527229,0.004871357,normal
22/10/2019,119.8735815,-0.004286489,0.005482478,normal
23/10/2019,122.3581832,0.02072685,0.005449425,normal
24/10/2019,122.2327894,-0.00102481,0.007785804,normal
25/10/2019,122.1602484,-0.000593466,0.00746221,normal
28/10/2019,121.0227415,-0.009311597,0.007153423,normal
29/10/2019,120.7096869,-0.002586742,0.007376778,normal
30/10/2019,121.770473,0.008787912,0.007114426,normal
31/10/2019,124.0452585,0.018680929,0.007235268,normal
01/11/2019,124.938372,0.0071999,0.008649801,normal
04/11/2019,125.2587312,0.002564138,0.008496223,normal
05/11/2019,126.1076434,0.00677727,0.008148548,normal
06/11/2019,126.5578418,0.003569953,0.00800974,normal
07/11/2019,126.5151373,-0.000337431,0.007721727,normal
08/11/2019,127.1247745,0.00481869,0.007395205,normal
11/11/2019,128.2402165,0.008774387,0.007203488,normal
12/11/2019,128.7775536,0.004190082,0.007312901,normal
13/11/2019,128.341947,-0.003382629,0.007097506,normal
14/11/2019,128.8192199,0.00371876,0.006883984,normal
15/11/2019,127.9428644,-0.006802987,0.006679496,normal
18/11/2019,128.0703014,0.000996046,0.006719113,normal
